-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841


-65.1604 -61.1917 | 1.56231 1.19746 | -994.812 7690.47
-64.7316 -61.44 | 0.307588 3.01195 | -3191.47 -10327.9
-64.3146 -61.7101 | 0.848955 1.54881 | -4445.05 3709.24
-63.9009 -61.9809 | -1.26723 2.9613 | 12700.9 1826.62
-63.472 -62.2402 | 3.19463 1.31477 | 5618.78 -872.797
-63.0378 -62.4982 | 6.00777 7.40978 | -14934.5 -9934.77
-62.6165 -62.7702 | -0.948422 -2.05128 | 9741.45 4046.29
-62.1797 -63.0245 | 0.702376 -0.0782487 | 5717.24 644.096
-61.7257 -63.2524 | -3.6302 -0.0915374 | -10433.3 5728.08
-61.2669 -63.4521 | -3.05637 -4.56066 | -1901.75 -1549.77
-60.8013 -63.6316 | 1.98872 -1.63373 | 8154.47 -3723.85
-60.3239 -63.7907 | 2.29711 -2.66754 | -14177.3 7082.36
-59.8475 -63.9206 | 0.576593 -0.740252 | 3253.52 -9122.14
-59.364 -64.0313 | 1.95219 1.18318 | 5310.49 9430.03
-58.8709 -64.0987 | 2.55319 4.05666 | -10924.3 -4360.69
-58.3817 -64.14 | 1.92892 3.63549 | 414.085 3148.31
-57.8916 -64.1543 | 1.20629 -0.466797 | 4012.87 -13420.3
-57.3996 -64.1551 | 1.76288 2.67126 | -9473.11 14213.4
-56.9158 -64.1043 | -0.375336 6.5798 | 2825.5 -6437.78
-56.4343 -64.0271 | -0.850957 2.84401 | 4594.33 -645.895
-55.9539 -63.925 | 1.10671 -0.577022 | 1405.5 8301.13
-55.4773 -63.7968 | -0.0635797 4.63051 | -3597.27 -9083.95
-55.002 -63.6745 | -1.61522 3.20226 | 11515.7 -10655.3
-54.5202 -63.5559 | -2.70095 -1.52068 | -4421.97 15139
-54.0509 -63.3915 | 0.517009 3.39684 | 264.084 6244.31
-53.5919 -63.1928 | 2.10326 0.594991 | 11750.2 -14624.4
-53.1295 -62.9924 | 2.2939 -2.61093 | -5813.56 17135.4
-52.6824 -62.7579 | 1.91857 1.02864 | -7189.22 -10230.8
-52.243 -62.5228 | 2.45598 2.82885 | 6585.7 4997.41
-51.7979 -62.2916 | 2.2968 -1.99708 | -7961.61 -5231.02
-51.3495 -62.0828 | 1.69631 -1.09982 | -11559.7 -240.957
-50.8945 -61.906 | -2.08441 2.63183 | 23007.5 -11132.1
-50.4094 -61.7788 | -3.39247 3.83964 | 11356.5 16382.6
-49.9122 -61.6556 | -1.41794 4.85761 | -17401.4 -2393.89
-49.4231 -61.5444 | 1.25448 -2.02066 | -6911.17 2237.4
-48.9349 -61.4525 | 1.47293 -5.61947 | 14447 2047.67
-48.4327 -61.4008 | -0.95524 -3.90872 | -4170.92 -10461
-47.9319 -61.414 | 0.51642 -0.0983946 | -18753.5 3549.68
-47.4463 -61.4743 | -0.286545 -2.01771 | 14945.9 8587.63
-46.9597 -61.5728 | 1.68805 -1.65184 | 1349.29 -8426.68
-46.4884 -61.7371 | 1.40206 0.577723 | -9906.68 -6400.02
-46.0456 -61.96 | -4.22924 3.04288 | 5934.05 7634.48
-45.6121 -62.2028 | -4.84177 1.63159 | 5934.74 7808.56
-45.1854 -62.4599 | -2.02371 -1.47173 | 2224.81 -1729.99
-44.7831 -62.758 | 0.955866 -3.02121 | -9555.44 -27491.1
-44.4257 -63.1199 | -1.29358 -3.57598 | 8208.75 13890.5
-44.0706 -63.4825 | -1.55648 0.949173 | 7886.26 9958.46
-43.7073 -63.8376 | -0.879965 0.541163 | 1891.34 -21930.1
-43.3556 -64.2173 | 1.25106 -0.39375 | -12969.9 16436.9
-43.0185 -64.5934 | -0.287767 1.77286 | 511.892 -848.183
-42.6803 -64.9677 | 1.87103 4.80765 | 8103.98 -5808.27
-42.3289 -65.3368 | 4.67813 0.791478 | -2739.65 13670.6
-41.9701 -65.6885 | 1.1214 -2.32247 | -6878.28 -3836.55
-41.6186 -66.0444 | 0.260562 1.34423 | -1439.61 -3074.77
-41.2678 -66.4042 | -0.755331 1.70187 | 14127 -12101.2
-40.8987 -66.7622 | 2.04055 1.65466 | -7585.46 5712.19
-40.5163 -67.0957 | -0.380375 -1.20286 | -15495.9 13394.8
-40.1158 -67.3849 | -0.495694 -5.12614 | 21541.4 -5194.46
-39.6738 -67.6289 | -4.14446 -4.70019 | -9934.49 11375.3
-39.217 -67.8293 | -3.25174 2.06506 | -2771.7 -20855.3
-38.752 -68.0242 | -2.45252 -3.4268 | 32595.8 9949.54
-38.2549 -68.1754 | -0.84005 -0.664108 | -35507 6949.36
-37.7741 -68.3032 | -1.02326 3.71876 | -6765.28 -12738.4
-37.2975 -68.433 | 1.31811 1.04308 | 21779 5943.88
-36.8003 -68.5335 | 1.43051 0.823635 | 3700.47 27.6847
-36.2948 -68.6087 | 1.28329 1.69691 | -9570.41 -12268.6
-35.7925 -68.6657 | 0.913584 -0.632462 | -4857.17 14683
-35.2909 -68.6597 | -1.72972 1.58279 | 13021.2 8614.67
-34.7854 -68.6017 | 1.96131 -2.02407 | -15558.9 -11553
-34.2917 -68.5345 | 6.57498 -3.00709 | -1547.2 -5350.01
-33.8023 -68.4604 | 3.99025 -3.14803 | 1020.89 4606.65
-33.3167 -68.3623 | 0.577697 2.65941 | -4727.22 -219.784
-32.8381 -68.2427 | 1.13396 0.910419 | 8561.67 1406.04
-32.3574 -68.1058 | 1.71917 -1.19086 | 8152.01 3531.41
-31.8747 -67.9554 | -0.882041 -2.13795 | -10159.3 -4477.22
-31.3998 -67.8031 | -2.5849 -0.542324 | -4141.5 -3397.71
-30.9275 -67.6507 | -3.09668 0.981466 | 17736 6646.54
-30.4463 -67.4897 | -0.497892 -2.90479 | -12006.6 522.915
-29.9723 -67.3241 | 0.900848 -0.666101 | 4398.6 -2955.04
-29.4941 -67.1665 | 0.156379 -1.22558 | 725.088 -325.496
-29.0128 -67.016 | -1.30534 -3.32777 | 1092.58 4896.17
-28.5293 -66.8695 | -2.09587 -1.01178 | -4397.71 -6356.02
-28.0461 -66.7424 | -1.03893 -1.03166 | -15576.9 446.802
-27.5689 -66.6297 | -1.49273 -3.33784 | 15898.8 2629.69
-27.0785 -66.5376 | -2.46549 -1.17334 | -6030.94 -3143.61
-26.5866 -66.4744 | 0.378363 4.11845 | -2598.04 2880.95
-26.0927 -66.4362 | 3.89981 2.47547 | 13303.2 -1189.62
-25.5889 -66.4302 | -1.93244 1.09358 | -2233.65 -7285.85
-25.0875 -66.4564 | -6.08652 2.51132 | -11725.5 13103.9
-24.5962 -66.4844 | -2.04486 1.315 | -9705.6 -6493.52
-24.1151 -66.5331 | -1.44153 -3.10522 | -8155.45 9459.04
-23.6397 -66.59 | 0.323049 0.511821 | 21249.4 -13915.7
-23.1524 -66.6786 | 0.407867 -1.44924 | 16612 11434
-22.655 -66.7738 | -0.098144 2.35229 | -14770.8 -12651.1
-22.1719 -66.902 | 1.51506 0.0553772 | -1762.66 12954.8
-21.6938 -67.033 | 0.916172 2.45703 | 2927.2 -7301.36
-21.2193 -67.1841 | 1.85304 -3.1744 | -734.875 1775.01
-20.7507 -67.345 | 1.67595 -2.4769 | -19973.8 7202.6
-20.2962 -67.5083 | 1.06818 -1.26896 | 22343.4 -5241.77
-19.8303 -67.6789 | -0.548795 -5.45063 | -413.014 -2677.65


32.176 15.7504 | 0.908127 1.17616 | 2478.97 3385.98
32.6494 15.9211 | 0.886849 1.4197 | 1182.36 -5250.78
33.1319 16.0605 | 0.0884484 0.786519 | -6073.01 1184.96
33.6168 16.1752 | -1.73078 -0.691282 | -2120.91 1170.26
34.106 16.263 | -2.11003 -2.37253 | 6829.65 1482.91
34.605 16.3168 | -1.71862 -1.17517 | 3173.24 -168.873
35.1093 16.3266 | -1.30065 0.211028 | -2610.15 -3027.57
35.6103 16.2839 | -2.14431 0.523865 | -1878.52 -66.5513
36.103 16.192 | -3.13744 1.60491 | -778.141 2247.12
36.5837 16.0559 | -1.22146 1.47611 | -3584.53 -511.914
37.0459 15.874 | 0.174319 -0.828603 | -3652.42 978.93
37.4873 15.6517 | -1.73045 -2.95665 | 3478.2 1603.65
37.9131 15.3964 | -3.2541 -1.0849 | 6977.44 -4331.56
38.3234 15.106 | -3.46087 1.90967 | 2071.21 -2957.54
38.7123 14.7823 | -3.33036 1.54248 | -3397.74 -2061.17
39.0759 14.4309 | -2.62146 1.9301 | 1884.15 4818.95
39.4229 14.0652 | -2.65645 2.01129 | -1516.19 -1788.06
39.7509 13.6827 | -1.95573 0.897116 | -2770.7 -232.883
40.0625 13.2884 | 0.207131 1.59129 | 5095.35 6689.41
40.3685 12.8914 | 0.447773 1.68856 | -3809.95 -8290.45
40.6562 12.4779 | -0.184903 0.818756 | -6480.63 -2619.78
40.9337 12.0594 | 0.574447 0.600438 | 4161.15 11464.7
41.2317 11.6622 | 1.1707 0.759126 | -1096.77 3257.82
41.551 11.2855 | 1.20689 1.4263 | -828.578 -1923.08
41.8881 10.9236 | 1.32105 0.922111 | 3050.28 -3265.55
42.2442 10.5761 | 1.85209 0.449684 | -1511.74 841.345
42.615 10.2463 | 0.645405 -0.125734 | -2811.18 5161.69
42.9982 9.93707 | -0.392687 -1.08417 | -1922.66 -3545.57
43.3899 9.63921 | -0.100491 -2.26412 | -3989.57 -3438.67
43.7919 9.35761 | 1.38353 -3.14255 | -812.42 1280.14
44.2161 9.11311 | 0.808485 -3.65299 | 3511.65 3821.75
44.6684 8.92224 | -0.745249 -2.22083 | 3777.45 -1489.02
45.1416 8.77952 | -0.353789 0.329603 | 664.609 -4920.75
45.6264 8.67642 | 0.512963 1.34386 | -5315.29 309.213
46.1152 8.61962 | 0.353635 0.975474 | -1487.66 739.906
46.6067 8.61358 | 0.0630838 1.65667 | 8526.42 1820.84
47.1029 8.65631 | -0.146172 1.38746 | 4507.87 213.306
47.5984 8.73682 | -0.209352 2.97741 | -1111.77 -3523.58
48.0878 8.84413 | -0.919229 3.68591 | -5751.99 -252.522
48.5666 8.97989 | -1.83624 2.44495 | 4259.43 1591.2
49.0407 9.14312 | -2.12301 1.98514 | 9863.88 6292.75
49.5143 9.33119 | -1.34818 0.409581 | -1553.57 -4181.43
49.983 9.52808 | -1.06227 -0.137803 | -5124.29 -741.382
50.4446 9.73272 | -1.22769 -1.29974 | 1758.96 791.594
50.9048 9.9419 | -0.404154 -1.46245 | 1140.73 -3296.43
51.3649 10.1505 | 0.0437722 -1.32003 | -4379.31 4235.21
51.8197 10.3655 | -0.0185798 -0.746197 | -3733.5 -2612.44
52.2747 10.5742 | 0.470394 -0.0664735 | 6211.39 -28.9948
52.7402 10.7693 | -0.176004 0.0960313 | 8198.02 552.758
53.2172 10.9502 | -0.824416 -1.25782 | -4020.72 -3794.5
53.6945 11.1215 | -0.698342 -1.0381 | -7272.17 7446.15
54.166 11.2985 | -0.040272 1.6411 | 60.0275 -1292.72
54.6413 11.4628 | 1.16003 2.84821 | 3051.8 -3654.15
55.1262 11.5996 | 0.646689 0.90651 | -2257.25 3709.66
55.6167 11.7091 | -0.278684 -0.196923 | -4523.25 -2740.24
56.1113 11.7754 | 0.83116 -1.36865 | 2990.58 -2684.14
56.612 11.7911 | 2.12089 -2.09186 | 4021.78 960.043
57.1149 11.7606 | 2.88106 -2.57697 | -1454.25 -604.197
57.6126 11.6845 | 1.491 -2.46461 | -287.81 -477.806
58.1017 11.5659 | 1.49965 -0.292246 | -343.312 2546.58
58.5795 11.4097 | 2.29633 -1.45299 | 2210.01 825.023
59.0424 11.2108 | 0.73352 -1.27144 | 1306.23 -3057.21
59.481 10.9598 | -1.07181 -0.345897 | -2223.08 -2969.29
59.8848 10.6561 | -2.5229 -1.95528 | -2362.25 -1575.76
60.2521 10.3098 | -1.46423 -2.2005 | -1641.89 1143.69
60.5894 9.93632 | 0.0784886 -1.9122 | 2197.11 6092.56
60.907 9.54919 | -0.826188 -1.31584 | -2322.54 -663.077
61.2003 9.14448 | -1.80915 -1.65605 | -3204.05 -3568.18
61.472 8.7239 | -2.10083 -1.24831 | 5453.45 1941.43
61.7402 8.29973 | -1.41737 0.282707 | -338.261 -760.034
62.0045 7.87207 | -0.0433921 1.25875 | 772.775 -3664.02
62.2676 7.44114 | 1.2343 3.52162 | -610.777 2858.22
62.5337 7.01441 | -0.157866 2.66911 | -1391.76 3545.53
62.8053 6.59481 | -2.03328 0.788594 | 294.093 1802.28
63.0837 6.18162 | -3.48725 0.731699 | -2459.33 69.5239
63.3654 5.77197 | -4.01459 0.0245697 | 2118.33 -222.336
63.6541 5.36613 | -2.17587 2.08796 | -1889.59 -2201.47
63.9468 4.96198 | -1.21009 3.21392 | 325.595 -3308.73
64.2501 4.56289 | -0.761009 3.32259 | 952.492 -2281.46
64.5739 4.17875 | -0.387679 2.92119 | -2012.46 7392.11
64.9253 3.8262 | 0.496766 1.50631 | 137.682 801.236
65.3055 3.50636 | -0.365173 0.243291 | -1117.34 -3826.6
65.7109 3.21885 | -0.42189 0.225036 | -1728.76 4575.79
66.1417 2.97675 | 0.297934 0.428081 | -1974.51 -87.7637
66.593 2.77881 | -1.04311 -0.327149 | 624.937 -1189.39
67.0618 2.62347 | -1.19858 -1.46971 | 4677.19 -483.76
67.5454 2.5094 | -1.75816 -2.23408 | -2339.37 -1483.41
68.0346 2.43101 | -2.11674 -2.58193 | -6718.38 1850.16
68.5244 2.38727 | -1.39576 -2.24897 | 9189.84 -1172.72
69.0221 2.36959 | -2.76609 -1.84467 | 4951.78 -4673.39
69.524 2.37123 | -1.67862 -0.235647 | -3663.9 1044.51
70.0225 2.40281 | -0.677121 1.78953 | -3895.1 1368.04
70.5145 2.46983 | -2.24229 2.40599 | -755.551 1809.86
71.0008 2.57026 | -2.35704 0.909421 | 7464.17 2030.76
71.4871 2.69405 | -2.26479 1.05697 | -1385.26 -533.203
71.97 2.82741 | -0.411555 -0.163479 | -5029.21 -5898.53
72.4492 2.9578 | 0.525493 -1.73989 | 1125.66 69.8545
72.9276 3.09168 | -0.81382 -1.74056 | 984.95 3442.23
73.4051 3.2355 | 1.63375 -3.64701 | 3188.96 4313.8
73.8846 3.38388 | 3.8711 -5.74213 | -1576.53 -4180.83


42.0167 -39.1993 | -4.89517 1.59281 | -6365.28 -5029.13
42.3101 -38.8032 | -2.42693 1.30742 | 3357.56 2122.27
42.6067 -38.4058 | 1.50922 0.351599 | 3467.3 4212.79
42.9126 -38.0113 | 3.74606 -1.05708 | -3381.93 -6910.02
43.2278 -37.6302 | 3.4612 -1.709 | -1317.5 -1705.52
43.5532 -37.2602 | 0.758942 0.702515 | 1948.83 3442.19
43.89 -36.8969 | -0.986272 1.11191 | -3017.71 5543.19
44.2379 -36.5415 | -1.7762 -0.0643719 | 5666.87 -4705.62
44.6125 -36.2124 | -1.60056 -1.24251 | 4024.87 -810.57
45.0092 -35.9056 | 1.48402 -2.90954 | 1545.18 8794.92
45.4175 -35.6052 | 2.37206 -0.538343 | 1404.81 2714.84
45.8376 -35.3176 | 1.6517 0.163282 | -3437.02 -1443.84
46.271 -35.0555 | 0.978846 -2.68326 | -1839.79 -2465.78
46.7227 -34.833 | -1.02106 -1.57353 | -1830.66 -3204.42
47.194 -34.6618 | -1.81057 0.683659 | 3887.46 -619.563
47.6841 -34.5448 | -1.52662 1.22392 | 4694.13 -3421.17
48.1868 -34.4801 | -2.12124 1.37248 | -4620.85 674.623
48.6901 -34.4504 | -3.10307 1.47908 | -2022.9 6040.98
49.192 -34.4424 | -1.86938 -0.793658 | -3717.38 -4872.37
49.6906 -34.4671 | 0.136371 -2.57029 | 569.774 -2495.99
50.1876 -34.5153 | -0.304171 -4.70157 | 1202.87 7431.44
50.6848 -34.5679 | -2.41872 -4.61848 | 2028.97 3851.76
51.1817 -34.6351 | -3.24789 -3.30701 | 3319.92 -10137.6
51.6744 -34.7428 | -2.28256 -2.9685 | -5769.86 -517.337
52.1564 -34.8785 | -1.43944 -3.9949 | -2770.29 7355.99
52.6312 -35.0245 | -0.985967 -1.96911 | 2725.23 5073.74
53.0994 -35.1879 | 0.542465 2.58713 | -5295.62 -4586.61
53.547 -35.3943 | 1.30236 3.5012 | -3356.69 -4529.54
53.9716 -35.6445 | 0.321773 1.81083 | 5966.99 -809.018
54.3865 -35.9193 | -0.671097 -0.772466 | 4574.92 -2142.28
54.7986 -36.2057 | -1.41237 -2.12244 | -338.552 2617.92
55.2101 -36.4916 | -1.78651 -0.419919 | -2076.27 1385.46
55.622 -36.774 | -2.30855 1.40304 | 56.6177 -3047.55
56.0383 -37.052 | -2.87832 0.692245 | 988.922 472.196
56.4658 -37.3147 | 0.422898 1.23903 | 4986.88 -456.165
56.9101 -37.5551 | 2.06602 0.997013 | 1963.02 -2290.29
57.3688 -37.771 | 0.451753 -0.749168 | -4163.4 4389.78
57.8376 -37.9532 | 0.314425 1.74637 | -4616.49 -2464.66
58.3138 -38.1038 | 0.864246 1.66024 | -3225.02 -1206.84
58.7988 -38.21 | 1.71368 -1.202 | 962.031 7259.69
59.2925 -38.2522 | 0.872502 0.274896 | -1747.67 -846.644
59.7866 -38.2424 | -1.23479 -0.191301 | -4005.19 -6265.74
60.2761 -38.1922 | -0.799133 -3.98257 | 8354.62 316.703
60.7639 -38.0915 | 0.649176 -4.63181 | 7717.36 5684.32
61.2422 -37.9306 | 0.941514 -1.40694 | -4215.69 1418.65
61.6978 -37.7165 | 0.500845 -1.90309 | -1571.14 -2072.41
62.131 -37.4629 | -1.39185 -1.71893 | 2139.5 -1725.28
62.5445 -37.1773 | -2.1486 -0.0558405 | 1659.01 1221.44
62.9348 -36.8583 | -1.80601 -0.430335 | -3460.41 7440.21
63.2968 -36.5052 | -1.6595 -0.226039 | 834.559 -5064.94
63.6445 -36.1407 | -0.846799 0.355784 | 57.9356 -4477.25
63.9834 -35.7723 | -1.01762 0.712969 | -5073.67 -1076.42
64.3107 -35.398 | -1.49002 0.186554 | 1605.61 -1555.81
64.6351 -35.0217 | 0.932381 -1.94763 | -430.213 3820.16
64.9581 -34.6418 | -0.0133243 -0.147746 | 179.182 492.81
65.2873 -34.2671 | 0.394776 1.31835 | 890.346 -4845.18
65.6298 -33.9078 | -0.0468789 1.51964 | -963.304 -3479.87
65.9819 -33.5615 | -1.56703 1.00892 | -3201.49 2054.82
66.336 -33.2183 | -0.252872 -0.68618 | 702.643 3646.49
66.6955 -32.878 | 0.124005 -0.252723 | 1159.46 -1264.93
67.0662 -32.5493 | 0.375245 0.153079 | -549.918 -1016.31
67.4487 -32.2345 | -1.44983 1.1942 | 1723.08 5805.78
67.8453 -31.9312 | -1.5228 0.467732 | 5026.96 -156.38
68.2626 -31.6507 | -1.65717 0.485249 | 947.308 757.899
68.6971 -31.3954 | -3.26806 -0.200051 | -2634.08 1987.64
69.1455 -31.1682 | -2.59433 -1.9426 | -4696.77 303.93
69.6094 -30.9828 | -2.33709 1.45635 | 4396.42 -3689.75
70.0954 -30.8598 | -2.24195 1.56283 | 6292.06 -4377.42
70.5977 -30.8028 | -1.73128 -2.36499 | -979.76 -879.703
71.1033 -30.795 | -1.55647 -0.181888 | -2578.05 1784.6
71.6064 -30.8167 | -0.526836 1.03548 | -4615.13 2428.21
72.105 -30.8553 | -0.309375 -0.130509 | 1384.91 2325.25
72.6029 -30.9071 | -1.28068 -0.902047 | 3073.17 -2709.56
73.101 -30.978 | -1.66883 -0.797972 | 407.587 3254.19
73.5967 -31.0638 | -2.73217 -1.70135 | -2025.09 470.489
74.0864 -31.1734 | -2.57279 0.285787 | 815.477 -5716.65
74.5692 -31.3168 | -0.757402 0.772779 | 5208.71 -488.699
75.0479 -31.4833 | -1.39112 -0.233807 | -2390.9 3604.64
75.518 -31.6657 | -1.96448 0.419379 | -7133.12 -53.2755
75.9742 -31.8681 | -2.59766 0.454601 | -510.707 -655.632
76.4215 -32.0872 | -3.29742 0.237835 | 143.636 1971.94
76.864 -32.3157 | -0.909876 1.52944 | 3219.12 -2444.44
77.3047 -32.5538 | -1.87036 0.806242 | 2302.97 -2560.23
77.7449 -32.7978 | -2.7031 -0.628677 | -3104.29 1757.64
78.1841 -33.0389 | -2.1561 -1.6715 | -1616.91 2439.22
78.6262 -33.2712 | -1.56551 1.10825 | 2111.14 -4346.49
79.0752 -33.4954 | -0.715178 2.1189 | 2692.8 1742.28
79.5348 -33.6993 | -0.0963433 2.01746 | -2941.37 4539.64
80.0006 -33.8796 | 0.905591 2.69134 | -6237.28 -580.432
80.4675 -34.0465 | 0.444421 -0.819113 | 5232.58 -3749.42
80.9429 -34.2036 | -0.533117 -0.851393 | 10133.3 -3557.39
81.431 -34.3454 | 0.965805 2.60631 | -2384.62 3112.04
81.9234 -34.4616 | 2.22997 1.60769 | -11518.2 1496.51
82.4121 -34.5521 | 1.75226 -0.192289 | -6311.54 -177.524
82.8993 -34.6159 | 0.995861 -0.0401432 | 2080.66 -470.528
83.3903 -34.6488 | -1.13728 -0.863158 | 1844.6 275.933
83.8842 -34.6473 | -1.88684 -0.630173 | 2352.25 1922.82
84.3796 -34.6117 | -0.44872 -1.34909 | 6986.12 -368.191
84.8782 -34.5512 | -0.45731 0.96092 | 2176.26 -422.434
85.3765 -34.472 | -0.295678 3.28893 | -5134.74 -493.181


4.61825 16.3606 | 4.51139 -2.58591 | 1896.89 664.971
5.10295 16.4937 | 1.66892 -2.79107 | 4012.84 634.735
5.59452 16.6104 | -0.543744 1.23747 | -857.51 366.956
6.08819 16.7143 | -1.11239 0.00627181 | -6668.42 1624.85
6.58016 16.8071 | 0.39566 -0.375582 | 6734.49 -6190.91
7.07826 16.8805 | 0.479047 1.5154 | -2724.17 6959.05
7.57503 16.9529 | -0.412165 -2.54676 | -6372.61 -8404.81
8.06836 17.0138 | 1.10146 -3.17877 | 3037.84 426.677
8.56206 17.0836 | 1.02682 1.45354 | 1610.7 6196.95
9.05312 17.1817 | 1.01391 1.66788 | 2679.21 -6293.79
9.5398 17.3035 | 1.4678 -0.209675 | -2787.09 7322.38
10.0122 17.4698 | 0.153486 0.591943 | -4284.27 -4808.31
10.4675 17.6709 | 2.36017 1.04095 | 8104.87 1252.89
10.908 17.9105 | 2.4616 3.02612 | -5273.94 -3262.09
11.3167 18.1928 | 0.549221 3.8107 | -9050.28 -1741.62
11.6811 18.5225 | 0.771548 2.77833 | 10621.5 1085.59
12.0097 18.8945 | 1.6698 0.744296 | -964.863 2870.67
12.2848 19.3105 | 0.450675 2.25758 | -4253.63 9402.79
12.4999 19.7659 | -1.27937 2.71647 | 10425 -6699.12
12.6765 20.2364 | 1.1601 1.86063 | -13274.2 -2068.87
12.7943 20.721 | -1.06182 3.42623 | 5153.21 2712.97
12.8818 21.213 | -0.912571 1.36045 | 6141.77 -10513.5
12.95 21.7019 | 2.16697 0.452849 | -6890.55 240.039
12.9821 22.1941 | -0.701562 -0.083451 | 1282.04 10412.8
12.9908 22.6938 | -2.21254 -0.409029 | -1249.27 -4058.96
12.9859 23.1904 | -0.815953 -0.0547922 | 5400.73 -11048.9
12.9837 23.6788 | -1.93509 -2.44406 | 54.5972 -3525.85
12.9788 24.1651 | -2.78243 -3.65962 | 1789.14 11650.1
12.9658 24.6602 | -1.70694 -3.05276 | -7945.31 12720.8
12.9322 25.1645 | 1.78798 -3.33648 | 5741.82 -3420.08
12.8957 25.6677 | 1.9638 -3.48334 | -450.195 467.253
12.8514 26.1704 | 2.91008 -2.49192 | -4497.61 -1015.36
12.7957 26.6718 | 3.98253 -2.42851 | -171.272 2406.86
12.7427 27.1746 | 2.59016 -2.0433 | 604.719 -3734.97
12.7067 27.6758 | 1.41704 -1.09146 | -1198.61 -6909.03
12.7004 28.1737 | -1.58466 0.367229 | 7091.16 7987.64
12.7426 28.6749 | -0.663185 0.899731 | 808.02 2565.53
12.8239 29.173 | 2.38761 -1.36138 | -7757.94 -9144.79
12.9327 29.6588 | -1.3487 -1.63341 | 6022.82 -2116.25
13.0826 30.1323 | -1.197 -1.48615 | -1507.54 2122.07
13.2605 30.5976 | 3.09793 -1.5063 | -2412.69 7100.7
13.4612 31.0574 | 0.966389 0.239252 | 1669.3 -4514.03
13.6931 31.4992 | -0.548681 2.40928 | -6723.8 -6658.07
13.952 31.9184 | 0.194473 5.99616 | 2639.66 1896.99
14.2459 32.3155 | 0.937235 4.18508 | 5401.43 642.001
14.5738 32.689 | 0.230189 -2.76113 | -7846.36 6188.9
14.9188 33.0466 | -1.25759 -2.16487 | 5928.88 -3859.65
15.2945 33.3719 | 0.691308 0.284363 | -4984.08 -7694.65
15.6887 33.6652 | 2.85758 0.114392 | -3942.66 8188.27
16.0919 33.9466 | 1.3865 1.60407 | 3359.71 -1668.46
16.5114 34.2057 | 0.687905 1.51508 | -1752.11 20.6229
16.9438 34.4429 | 4.99231 0.538527 | 5250.31 10909.1
17.3927 34.6608 | 4.68606 1.86986 | 1254.93 -9710.69
17.8608 34.8299 | 3.07921 3.03893 | -3310.18 8375.62
18.3407 34.9589 | 3.06704 2.663 | 7186.96 -15659
18.8363 35.0234 | -1.69045 5.09295 | -2336.71 3084.96
19.3347 35.0651 | -4.1747 1.97647 | 2105 13482.4
19.8343 35.1136 | -1.81506 -0.674983 | -2402.9 -18730.2
20.3329 35.1451 | -0.388023 -1.73741 | -2459.67 14485.9
20.8276 35.2098 | 0.566141 -3.41434 | 5369.87 2596.71
21.3218 35.2992 | 0.775588 -2.59526 | -5271.25 -5805.61
21.8109 35.396 | 1.94008 -2.01779 | 419.695 1294.7
22.2981 35.5034 | 2.92407 -1.01604 | 3867.1 -5210.24
22.7861 35.6192 | 2.15547 -1.33831 | 3773.63 4246.71
23.2712 35.7641 | 1.28532 -1.33652 | 9566.21 6663.94
23.7515 35.9471 | 2.81399 -1.482 | -5877.92 -5169.25
24.2144 36.1616 | 3.61179 -0.115994 | 2052.88 2143.09
24.6559 36.4176 | 3.01303 0.758991 | -9806.77 4052.95
25.0613 36.7183 | 4.4548 -0.207788 | -8819.36 -14042.4
25.4363 37.0401 | 6.59627 -3.64885 | 9273.43 2376.06
25.7905 37.3904 | 4.5263 -2.45629 | -5579.79 7583.08
26.108 37.7759 | 2.39936 -0.58291 | 1221.02 -9511.61
26.4 38.1761 | 2.9035 -2.81603 | 2504.15 1325.01
26.6655 38.5961 | -0.255903 -2.57073 | -1894.69 7091.67
26.8972 39.0397 | -0.337603 -2.07297 | 1474.87 -2264.37
27.1038 39.4941 | 1.7528 -0.908975 | -1717.09 -8446.16
27.2873 39.952 | -0.412861 2.21243 | -8821.93 2851.33
27.4484 40.418 | -3.29569 3.22225 | 7629.4 8414.16
27.6246 40.8859 | -4.74673 4.6418 | 10776.7 -4438.95
27.8319 41.342 | -1.08811 4.50779 | -6565.38 93.9856
28.0455 41.7935 | -0.934976 3.28713 | -7956.76 2143.02
28.2637 42.2412 | 1.57984 2.53278 | 7503.23 -3554.58
28.5139 42.6713 | 3.43525 1.8857 | 351.909 -1699.43
28.7915 43.0826 | 0.837281 1.48682 | -5514.51 -4101.14
29.0868 43.4765 | -1.51056 2.13765 | 2998.27 2621.71
29.4012 43.8585 | -1.66519 2.28098 | 2372.05 2730.86
29.7295 44.2317 | -0.100862 0.128906 | -7624.52 1939.38
30.0627 44.5974 | 0.220447 -2.59384 | -1173.69 -2009.53
30.415 44.9417 | -0.253288 -3.27561 | 2068.35 -3783.84
30.796 45.2528 | 1.42447 -1.4989 | 2599.55 1354.39
31.2025 45.5336 | 1.64795 -0.00835789 | -2907.42 5584.53
31.6266 45.7898 | 1.60101 -1.21369 | 6600.94 -3130.83
32.0752 46.0091 | 0.528903 -1.5007 | 2806.38 9995.16
32.5414 46.2 | -3.47116 -1.15869 | -2546.26 -6476.73
33.0223 46.3393 | -2.16459 0.796632 | -1465.32 -6079.1
