-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
51.3751 -7.07033 | 1.93207 3.56993 | 2365.34 -2867.94
51.7936 -7.36708 | 1.74279 2.00426 | -182.756 1708.05
52.2326 -7.63119 | 1.30099 0.346803 | -1696.22 4575.51
52.6893 -7.85711 | 1.29651 0.250241 | -702.739 380.315
53.1599 -8.04996 | 1.39643 -1.68226 | -1017.64 -1421.02
53.6403 -8.21316 | 1.73044 -4.09114 | -3870.22 3049.03
54.1273 -8.34201 | 2.17812 -2.68062 | -2924.56 309.33
54.619 -8.43906 | 2.3102 -1.9475 | 111.518 -1983.65
55.1156 -8.5057 | 2.26048 -3.61806 | 956.344 1937.44
55.6163 -8.53549 | 2.39251 -4.83301 | 392.112 2611.21
56.1178 -8.53024 | 2.36853 -5.19273 | -2802.7 -684.231
56.6164 -8.50259 | 1.8749 -5.81594 | -2155.75 -3407.2
57.1125 -8.46324 | 1.77209 -4.37806 | 1796.88 575.943
57.6087 -8.41005 | 1.30273 -1.37728 | 2613.68 5640.29
58.1059 -8.34306 | 1.211 -1.12001 | 3012.21 -4140.03
58.6059 -8.28381 | 2.21192 -0.0110901 | -867.054 -5526.01
59.1063 -8.23688 | 3.78975 2.35617 | -2836.07 1948.26
59.6038 -8.18577 | 5.43475 1.15457 | -4580.49 1168.57
60.0955 -8.12291 | 4.9212 0.469482 | -6847.51 2123.94
60.5801 -8.04751 | 3.00671 1.97735 | -1160.9 2292.97
61.0637 -7.97074 | 1.75674 2.97252 | 4090.97 -1243.71
61.5526 -7.91371 | 1.42986 3.80971 | 2209.86 -1778.39
62.0459 -7.88964 | 2.24585 4.89176 | -503.384 1566.47
62.5399 -7.9019 | 2.57833 3.71824 | 1235.77 -4196.36
63.0322 -7.95793 | 1.94047 3.25773 | 1759.87 1.14134
63.5212 -8.04642 | 1.2425 2.77707 | -842.352 6476.26
64.0046 -8.15534 | 0.309455 1.04533 | -2130.61 -1784.89
64.4783 -8.29605 | 0.729494 2.32574 | 5969.15 -1554.83


-33.3359 -10.2782 | -2.52987 0.512736 | 4711.97 -777.794
-32.8306 -10.2858 | -3.62035 -3.4766 | 4418.38 4470.51
-32.3248 -10.3287 | -3.719 -0.856873 | -2865.66 -3400.17
-31.8281 -10.4236 | -1.07705 1.14627 | -7624.95 -6478.58
-31.3484 -10.5737 | 0.794199 1.90409 | 10348.8 3131.32
-30.8735 -10.7552 | -0.243492 -1.25328 | 6930.09 5706.18
-30.4093 -10.9657 | 0.0413727 -2.01444 | -21273.5 -3921.61
-29.9862 -11.2272 | -0.280773 -0.226062 | -4413.79 5466.24
-29.5934 -11.5236 | -2.24298 -0.752798 | 8936.98 790.597
-29.2176 -11.8479 | -4.02487 -1.53445 | -1177.2 -13764.8
-28.8657 -12.2069 | -0.359669 -0.4374 | 88.2126 5954.98
-28.5204 -12.5694 | 3.02521 -1.94517 | 1792.6 5673.45
-28.1687 -12.9232 | 2.25884 0.681813 | 1802.65 -6614.19
-27.8095 -13.2738 | 2.70315 7.09962 | -872.769 6593.73
-27.4407 -13.6082 | 0.047509 5.87326 | -5176.8 8017.77
-27.0688 -13.9286 | -0.170316 3.21711 | -3886.73 -3412.14
-26.7005 -14.2514 | 0.856031 2.05745 | 1135.58 -2913.98
-26.3308 -14.5757 | -3.03352 -0.237015 | 371.964 -2261.31
-25.9528 -14.8948 | -3.92383 1.08325 | 6071.95 -7820.9
-25.5535 -15.1999 | -1.44581 1.6633 | 11691.6 1010.35
-25.1213 -15.4702 | -0.56742 -0.155929 | 305.397 609.039
-24.6672 -15.7033 | 1.33744 -0.58513 | -7807.58 630.164
-24.2014 -15.8983 | 1.48998 1.26526 | -1247.09 4083.57
-23.722 -16.0465 | 0.757797 0.824911 | -3354.54 -1159.24
-23.2341 -16.1505 | 0.380224 -0.619315 | -4260.87 5286.71
-22.742 -16.2057 | -1.42106 0.628771 | 1342.11 -2033.65
-22.2465 -16.2285 | -1.13705 1.20905 | 1658.71 -3327.5
-21.7489 -16.229 | -0.383847 -2.46723 | 3087.95 -2334.4
-21.2496 -16.2055 | -0.275963 -0.847452 | -1413.74 -2730.45
-20.7543 -16.1475 | -0.904538 1.44636 | -2307.26 7583.61
-20.2688 -16.0355 | -2.20251 1.23097 | 2657.22 2936.3
-19.792 -15.8821 | -2.13639 2.07136 | 4188.83 -6828.04
-19.3205 -15.709 | -1.45055 1.2786 | -2063.61 -461.773
-18.8612 -15.5087 | -1.62164 0.572558 | -1916.16 3991.05
-18.418 -15.2745 | -0.605682 -0.0261755 | 5060 -406.898
-17.9855 -15.0146 | 0.966693 -0.410073 | 4146.15 -921.03
-17.5671 -14.729 | 2.16819 -1.20291 | -6051.64 4118.21
-17.1765 -14.409 | 1.23223 -0.524197 | -2763.96 1582.95
-16.8083 -14.0643 | 0.759107 -0.0727647 | 3365.64 -3685.77
-16.4482 -13.7109 | 1.98021 1.94505 | 141.085 544.946
-16.0945 -13.3493 | 2.87691 1.74372 | 4132.48 6821.67
-15.7424 -12.9777 | 2.30866 0.601606 | 2547.07 5474.29
-15.3869 -12.6036 | 0.399615 1.73707 | 1505.62 -8924.05
-15.0222 -12.2442 | -0.852305 0.580557 | -8646.89 -4229.91
-14.6597 -11.894 | -0.615529 -0.179812 | -6519.54 -2175.94
-14.2981 -11.552 | -1.08231 0.864235 | -949.956 -6989.08
-13.9293 -11.226 | -1.47296 -0.574732 | -7499.21 628.17
-13.5583 -10.9099 | -1.34522 -1.57021 | -5814.99 1563.43
-13.1754 -10.6121 | -2.00481 -2.7748 | 9844.82 -207.562
-12.7591 -10.3533 | -2.42148 -3.13462 | 3920.74 1022.12
-12.3148 -10.1377 | -1.32908 -3.11913 | -2813.81 186.819
-11.8534 -9.96291 | -0.261962 -1.85664 | 4581.42 2106.77
-11.3764 -9.82424 | 0.104371 0.721019 | -1535.53 4379.31
-10.891 -9.71894 | -1.55787 -0.406347 | -2479.28 -7472.65
-10.4 -9.65989 | -3.27991 -1.1561 | 2408.93 1439.34
-9.90405 -9.62913 | -2.92756 0.533481 | 6403.93 8774.78
-9.40226 -9.61226 | -3.48616 -0.321299 | 2906.76 -4306.52
-8.89871 -9.62827 | -4.37 1.3637 | -9678.31 -4126.76
-8.4034 -9.67844 | -3.16902 3.72457 | 1111.45 7027.22
-7.91027 -9.74565 | -0.396299 3.01442 | 6351.72 -1132.53
-7.41776 -9.84061 | 1.76825 1.95793 | -3682.45 -4070.44
-6.93477 -9.9714 | 0.78301 -1.16534 | -1097.57 -1138.61
-6.45951 -10.1287 | -1.20252 -0.606894 | 5238.05 -1921.31
-5.98394 -10.2992 | -2.17883 3.22209 | 6791.4 4590.99
-5.5031 -10.468 | -0.121241 4.43626 | 2687.95 -437.625
-5.02229 -10.6444 | 3.51918 3.5058 | -2736.44 -9205.57
-4.54778 -10.8401 | 3.9354 3.6129 | 4385.67 4483.11
-4.07131 -11.0335 | 1.27438 -0.0971833 | -7790.67 -287.779
-3.59895 -11.2223 | 1.82937 -2.19152 | -7848.63 -2129.57
-3.12639 -11.3951 | 3.98471 -1.77447 | 3495.21 5838.68
-2.64033 -11.5228 | 3.16203 -0.544369 | -3237.7 5446.32
-2.14566 -11.598 | 1.38956 -0.117505 | 2686.17 -2824.29
-1.64321 -11.633 | 2.38567 2.12343 | 11661.3 1091.31
-1.13089 -11.6298 | 2.16011 3.04286 | 1032.38 1077.2
-0.618228 -11.5941 | 0.513256 0.467511 | -4466.68 -5324.39
-0.111872 -11.5341 | 0.462515 0.212329 | -7157.27 1745.31
0.382887 -11.4371 | 2.0317 -0.521355 | -2259.45 623.071
0.865347 -11.2994 | 4.7847 -1.47128 | -773.758 3145.92
1.33383 -11.1221 | 5.28241 -2.41081 | -6860.26 1355.97
1.78788 -10.9199 | 4.12711 -3.0832 | 5572.12 -8005.05
2.24344 -10.718 | 3.65819 -0.141113 | 3665.03 4793.46
2.69981 -10.5073 | 2.10401 0.190549 | 3853.82 1467.9
3.15719 -10.2911 | 0.366479 0.295718 | 494.823 -5799.72
3.61247 -10.0739 | 0.612798 1.35974 | -7268.91 2536.38
4.05467 -9.84049 | -0.421912 3.22078 | -2598.08 -1452.65
4.48552 -9.59404 | 1.10602 3.17916 | -4907.16 -6334.53
4.90482 -9.3394 | 3.60321 -1.18437 | -5029.49 4656.61
5.31247 -9.0685 | 1.51608 0.951719 | 11798.9 -2158.77
5.72597 -8.79527 | 1.812 1.26399 | 2029.94 2399.69
6.13634 -8.51135 | 2.5393 -0.639561 | -685.912 5716.75
6.53815 -8.2106 | 1.65008 1.34495 | 5517.35 -1768.78
6.93826 -7.90283 | 1.19215 1.20789 | 451.16 1260.11
7.3309 -7.58331 | -0.877491 1.91549 | 1238.7 4213.8
7.71319 -7.24767 | -2.33647 4.18376 | -7812.56 6454.39
8.08458 -6.90036 | -1.55154 1.98638 | 4799.86 -3391.8
8.47304 -6.5721 | -3.11779 1.40627 | 1262.41 -9131.93
8.8861 -6.2825 | -2.84774 -0.477404 | -8148.42 -3218.36
9.31344 -6.02622 | -2.64648 -3.77141 | 1629.23 -430.018
9.75692 -5.79821 | -1.56652 -3.88759 | 1714.54 6888.88
10.2136 -5.59026 | 0.282275 -5.42398 | -1198.09 -3541.08


29.7191 -24.6387 | -1.40144 2.11844 | 3528.62 -4876.42
30.2075 -24.7647 | 0.303463 2.56871 | 1545.88 8701.72
30.6913 -24.904 | 0.513071 1.18581 | -3177.79 -1108.95
31.1636 -25.0721 | 1.98169 0.316883 | -2240.65 -6366.71
31.6209 -25.2775 | 3.58696 -1.35183 | 2853.93 2178.23
32.0696 -25.5036 | 3.07774 -3.20915 | -2144.95 -2040.93
32.5094 -25.7446 | 1.53311 -0.573485 | -3189.65 1673.46
32.9463 -25.9854 | 0.00267374 1.15407 | 2198.17 5632.31
33.39 -26.2123 | 0.945043 -0.21042 | 1502.86 -4625.14
33.8394 -26.4335 | 2.28588 -0.255714 | 1481.32 -2441.64
34.296 -26.6429 | 3.11929 2.22682 | -3183.72 3076.31
34.7606 -26.8269 | 2.27365 3.04156 | -515.85 4522.59
35.2356 -26.9797 | 1.81974 2.33559 | 7644.11 -2807.57
35.7231 -27.1127 | 2.03604 0.193923 | 5032.42 -5339.2
36.219 -27.2333 | 0.869735 -0.0408011 | -2153.9 1315.04
36.7183 -27.3318 | -0.855147 0.245964 | -4746.82 2665.52
37.2186 -27.402 | -1.06459 -0.711689 | -624.011 -4035.56
37.7216 -27.4446 | 0.0763027 -1.45082 | 4752.1 4983.49
38.2292 -27.443 | 1.7257 -0.239593 | -1240.19 158.512
38.734 -27.3997 | 2.02421 0.725916 | -4931.33 -979.695
39.2299 -27.3168 | 3.44456 -2.74179 | -3265.63 1433.73
39.7149 -27.1941 | 4.52136 -2.42643 | 749.083 203.4
40.1909 -27.0389 | 3.37525 0.207504 | 3696.31 -4343.88
40.6596 -26.8589 | 4.0973 -0.674662 | 106.361 183.248
41.1129 -26.6432 | 3.98991 -1.02949 | -6170.51 6815.02
41.5406 -26.3828 | 3.37078 -1.66358 | 4735.63 -4011.77
41.9537 -26.0978 | 3.8457 -2.38635 | 1545.23 -1815.73
42.3492 -25.7896 | 0.172558 1.05164 | -8839.98 4704.04
42.7172 -25.4535 | -1.27862 1.76364 | -1149.9 -5307.4
43.0746 -25.1116 | -0.537226 0.813775 | 1037.55 -5244.54
43.4336 -24.7742 | -0.779893 1.85696 | 2362.07 6722.13
43.7971 -24.4353 | 1.75394 1.19849 | 3279.91 1587.74
44.1708 -24.1045 | 2.4687 -0.0766045 | -3829.03 -6384.84
44.5534 -23.792 | 1.3652 0.361511 | -6818.35 -1369.65
44.9431 -23.4959 | 1.22537 -0.402777 | 2695.79 2058.31
45.3494 -23.2193 | 0.531747 -1.99562 | 6815.69 -291.583
45.7763 -22.9675 | 0.277058 -2.4049 | -4123.44 3213.9
46.2127 -22.7349 | 0.801031 -1.90927 | -3091.75 -3373.6
46.6595 -22.5294 | 2.0804 -1.11046 | 2901.02 -2713.49
47.1185 -22.3494 | 2.4603 -3.61549 | 2876.22 4161.2
47.5844 -22.1782 | 0.436034 -4.69498 | 428.548 4479.14
48.0541 -22.0099 | -1.02037 -2.63716 | 5450.95 -843.497
48.5319 -21.8527 | 0.192944 -3.38649 | 3128.52 -328.772
49.0154 -21.7058 | 1.54043 -1.66469 | -3264.34 6020.14
49.4991 -21.5639 | 1.23319 2.04371 | -4855.94 -647.901
49.9849 -21.4462 | -0.0620814 2.792 | -4607.65 -2795.72
50.4745 -21.3742 | -0.256413 2.55905 | -3652.12 -3423.52
50.966 -21.3605 | 0.0586388 -0.269384 | 2939.75 -241.598
51.4586 -21.4016 | -0.670092 -1.95521 | 6853.46 -2331.92
51.9508 -21.4896 | -2.5026 -3.59692 | 2068.71 -1834.45
52.4384 -21.6084 | -4.51368 -8.57099 | -5034.06 5492.04
52.9194 -21.7358 | -3.37235 -10.271 | -2807.43 3864.82
53.3967 -21.8666 | -1.68816 -7.41539 | 4444.47 105.031
53.8737 -22.0082 | -1.75793 -5.61084 | 1706.27 -1190.78
54.3461 -22.1708 | -2.78808 -4.32392 | -579.297 -4757.86
54.8095 -22.361 | -2.43342 -3.1515 | 1544.15 -1159.84
55.2672 -22.5684 | -0.647123 -2.14617 | 986.212 -122.956
55.7237 -22.7808 | -0.088188 0.123514 | 908.601 2229.85
56.1827 -22.9868 | -0.162314 0.838765 | -3550.78 672.185
56.6435 -23.1835 | 0.67386 1.07641 | 2292.22 -1017.96
57.1113 -23.3668 | 1.52907 2.15373 | 1306.6 -949.272
57.5873 -23.5305 | 1.67998 1.3019 | -1622.45 2941.21
58.0708 -23.6653 | 0.28149 -2.90716 | -79.9946 2718.48
58.5609 -23.7716 | 0.25198 -3.5052 | 1589.12 -497.728
59.0557 -23.86 | 0.76054 -1.24936 | -918.302 -4584.5
59.5519 -23.9402 | 0.569517 -0.6094 | -30.0233 -1939.74
60.0503 -24.0039 | 0.755818 -0.162708 | -1983.76 342.626
60.5499 -24.035 | 0.11163 -0.925201 | -3168.3 2915.33
61.0473 -24.0184 | 0.985811 -0.254655 | -2384.19 4765.62
61.5398 -23.9514 | 1.64575 1.58335 | 5556.28 -1813.91
62.0314 -23.8522 | -0.134656 0.904901 | 8953.91 -2221.22
62.5244 -23.7286 | -1.15812 0.237295 | 1762.95 2046.66
63.0111 -23.5738 | -0.61807 -1.20116 | -1784.94 2852.56
63.4855 -23.3853 | 0.573114 -1.94595 | -3358.16 3537.62
63.9472 -23.1704 | 0.723645 -1.65534 | 1582.7 -3567.25
64.4059 -22.9506 | -0.582327 -2.58026 | 2504.55 -6610.22
64.8646 -22.7329 | -0.783518 -2.12277 | -5485.73 1805.25
65.3127 -22.5008 | -1.69811 0.238906 | -3044.09 1463.52
65.749 -22.2507 | -3.69917 2.32733 | 1453.16 -2336.2
66.1775 -21.9882 | -3.46436 2.62844 | 1115.82 -1206.06
66.5963 -21.7096 | -1.46272 1.05439 | 842.029 4405.54
66.9998 -21.4058 | -0.0174503 0.694988 | -3779.78 4595.57
67.3854 -21.0796 | 1.80139 -0.313617 | -2417.95 -3161.2
67.766 -20.7513 | 2.63911 -1.42915 | 3430.11 -2567.73
68.157 -20.4345 | 2.39089 -1.35666 | 5381.65 295.433
68.562 -20.1309 | 2.41912 -2.68295 | -1903.46 -1535.43
68.9724 -19.8376 | 1.74048 -2.1734 | -6333.54 -494.516
69.3816 -19.5494 | 1.86288 -0.826698 | 1896.36 776.172
69.7959 -19.2681 | 3.29079 -0.551468 | -1706.77 -1380.96
70.2146 -18.9975 | 3.07137 0.321562 | -7800.82 -986.799
70.6359 -18.7409 | 1.51761 -0.62113 | 245.603 -1870.13
71.07 -18.5083 | -0.11165 -2.02239 | 4250.05 1130.92
71.5216 -18.3031 | -1.16968 -0.697907 | 6286.37 2446.4
71.9903 -18.1253 | -0.337691 1.38811 | -684.543 987.562
72.4691 -17.9759 | 0.918861 2.30383 | -2772.31 -50.1509
72.9551 -17.8585 | 0.874474 0.275062 | 706.164 -996.36
73.4487 -17.778 | -0.856362 -1.98274 | 1244.5 896.554
73.9483 -17.7346 | -2.70584 -3.23734 | 3328.12 1044.53
74.4522 -17.7311 | -2.7405 -3.9924 | -477.758 -4815.71
74.9546 -17.774 | -0.65533 -1.02079 | -4002.23 2939.56


-34.5335 -18.1898 | 3.15115 -1.17923 | 1606.64 1903.04
-34.1574 -17.8576 | 4.36211 -1.14837 | -3117.7 -4215.84
-33.776 -17.5358 | 3.12787 0.318719 | 5000.36 3974.43
-33.3833 -17.2211 | 1.53535 0.673421 | -1232.45 3488.85
-32.9806 -16.9156 | 0.530227 -0.413924 | 6193.76 680.44
-32.5579 -16.6308 | 1.88874 -0.0904575 | 3734.35 -1082.44
-32.1162 -16.3727 | 4.42389 0.976682 | -6489.53 -1540.82
-31.6639 -16.1405 | 3.11986 1.72915 | 6795.95 2703.31
-31.1943 -15.935 | 0.316906 1.14968 | -414.454 283.837
-30.7119 -15.7626 | -1.26099 -0.0442462 | -4911.87 -3697.54
-30.2213 -15.634 | 0.691786 -3.40128 | -6615.49 -3463.7
-29.7275 -15.5532 | 2.37853 -5.24426 | -8999.01 593.19
-29.2349 -15.5161 | 1.81606 -4.54214 | 6018.1 2827.56
-28.7378 -15.5232 | 0.889473 -3.1243 | 3068.6 -3022.85
-28.2422 -15.5836 | -0.593881 -1.15101 | -4456.45 628.734
-27.7582 -15.6931 | -2.46827 -1.02593 | -2452.99 1422.27
-27.2889 -15.8453 | -2.43109 0.748056 | -6469.48 -589.748
-26.837 -16.0343 | -1.577 2.43311 | 7307.26 556.648
-26.3897 -16.245 | -1.90197 -0.370625 | 6661.34 -515.287
-25.9449 -16.4707 | -0.135118 -0.102962 | -6963.34 -2571.76
-25.5104 -16.7098 | 1.06314 0.36016 | -918.695 1846.28
-25.0753 -16.9444 | 2.17926 -0.0164458 | 3816.98 5738.38
-24.6299 -17.1612 | 1.64422 0.172537 | 4409.39 -3621.98
-24.1771 -17.3723 | 0.350437 -0.916177 | 883.15 484.658
-23.7225 -17.5823 | 0.197627 -1.53554 | -2527.16 -4267.83
-23.2708 -17.7996 | -0.261556 -0.121109 | 5844.24 -1607.36
-22.8151 -18.0164 | 0.181898 2.54661 | -2726.37 7538.9
-22.3598 -18.2241 | 1.34456 4.13713 | -9399.79 -2241.96
-21.9136 -18.4375 | 1.10499 0.503246 | 1221.88 -1207.68
-21.468 -18.6532 | 1.25 0.104039 | 3332.3 2551.87
-21.0178 -18.8632 | -0.875917 1.9421 | -81.9784 -8153.59
-20.5651 -19.0734 | -2.8335 0.470618 | -3434.56 1114.36
-20.1045 -19.261 | -2.06051 0.131189 | 7185.1 7297.82
-19.626 -19.4046 | -1.09831 -0.169759 | -2317.31 -640.832
-19.1409 -19.5161 | -0.453373 -1.09974 | -10590 -2690.87
-18.6571 -19.6049 | -1.17927 -2.61562 | 9711.73 2477.95
-18.163 -19.6658 | -1.08778 -1.60796 | 4807.09 -8344.45
-17.663 -19.7083 | -1.94877 1.37179 | -5675.84 1213.62
-17.1652 -19.7116 | -2.45349 0.64801 | -4970.49 10756.9
-16.6735 -19.6602 | 0.297246 -0.579931 | 583.078 -5739.49
-16.1851 -19.5846 | 2.05517 -0.618872 | 5385.61 -3448.15
-15.6963 -19.4935 | 0.967106 0.458977 | -1719.22 958.37
-15.2134 -19.3808 | -0.713998 0.889311 | -6904.64 -221.682
-14.7411 -19.247 | -1.60432 -1.03229 | -1244.32 1730.35
-14.2747 -19.0983 | -1.62233 0.649537 | 150.179 -643.664
-13.8085 -18.9504 | -0.505621 -2.07187 | 358.882 -1194.15
-13.3379 -18.8169 | 0.410577 -4.29606 | 3238.77 -2976.46
-12.8594 -18.7051 | 0.932798 -1.66485 | 3046.04 297.039
-12.3753 -18.6072 | -0.116849 -0.604851 | -2634.88 4458.27
-11.8912 -18.5139 | -0.74767 -1.81894 | -2856.41 -3299.56
-11.4061 -18.4343 | -2.19828 1.91671 | 7848.2 -2145.83
-10.9133 -18.3646 | -2.54201 4.42802 | 9609.1 5568.22
-10.4134 -18.2883 | -0.791249 0.594499 | 447.297 4518.45
-9.91368 -18.2065 | -0.754526 -1.81232 | -10300.8 -522.979
-9.42056 -18.1366 | -0.686317 -1.41254 | -13339.8 -2211.53
-8.93367 -18.099 | 0.702676 -1.92151 | 7875.35 -6001.25
-8.43992 -18.1076 | 0.758405 -2.56931 | 14914.5 3150.85
-7.93633 -18.149 | 0.664648 -1.95033 | 2404.59 3402.68
-7.43343 -18.2239 | -0.300905 -1.46898 | 26.7687 392.482
-6.94023 -18.3484 | -0.0886554 -1.32602 | 828.041 -4319.56
-6.46839 -18.5416 | 0.85448 -1.3234 | 1378.3 -7301.26
-6.03196 -18.81 | -0.407657 0.864968 | -7611.74 -2019.46
-5.64452 -19.1395 | -1.31901 1.04068 | -5510.86 12479.1
-5.30216 -19.5029 | -0.350215 -0.666204 | -6475.83 115.065
-5.0047 -19.899 | 0.862692 -0.798573 | 2534.5 -2379.94
-4.73373 -20.316 | -0.651793 -1.86584 | 8325.16 5405.74
-4.47371 -20.7402 | -2.20578 -2.23212 | -9166.32 -4453.32
-4.24099 -21.1799 | 0.894667 -0.0865105 | 5421.44 -594.476
-4.01435 -21.625 | 0.645634 0.237671 | 7997.64 2914.22
-3.78923 -22.0719 | -1.14407 0.110912 | -10397.7 -1127.74
-3.59156 -22.53 | -0.506001 -1.01551 | 3428.08 -4685.76
-3.40807 -22.9983 | -1.90349 -3.50374 | 2944.4 -1912.57
-3.23266 -23.4729 | -2.04785 -4.08561 | -1740.45 -3890.91
-3.06662 -23.9537 | -2.02778 -2.58443 | 2169.65 -455.117
-2.90091 -24.4357 | -0.481536 -0.0842902 | -1745.14 2170.36
-2.73388 -24.9154 | 1.99746 2.0627 | -351.818 -1573.84
-2.55893 -25.3921 | 0.939899 3.90648 | -1358.09 7495.46
-2.36824 -25.8568 | -0.534286 2.48263 | 762.849 2489.19
-2.15604 -26.3105 | -0.22581 -0.28588 | 3623.28 -4547.43
-1.92208 -26.7572 | -1.44755 -1.28195 | -1361.05 649.683
-1.67423 -27.1957 | -1.80883 -1.09109 | -915.928 2149.75
-1.41591 -27.6256 | -2.67896 -1.86955 | -2616.12 3346.5
-1.15139 -28.0479 | -0.969994 -2.71654 | -307.033 -543.748
-0.881173 -28.4669 | 0.96945 -3.35918 | -1534.98 -8442.15
-0.603849 -28.8859 | 0.464168 -2.3511 | -726.325 4961.95
-0.304691 -29.2866 | -0.399355 -2.99205 | 762.637 -438.502
0.0265798 -29.6614 | 2.19439 -4.09756 | 1362.87 -2974.18
0.395903 -30.0002 | 5.57421 -2.83189 | -1389.69 8668.52
0.80405 -30.2829 | 4.7167 -2.02281 | -367.325 2869.97
1.24118 -30.5142 | 2.42128 -1.24879 | -5328.68 -1392
1.69256 -30.7098 | 1.11376 -0.542512 | 175.076 -6265.48
2.15641 -30.8792 | 0.282998 -1.23015 | 6324.58 -556.483
2.63637 -31.011 | 0.4656 -0.374003 | -1657.9 5645.21
3.12446 -31.0988 | 1.93712 -2.04829 | -4443.89 1925.43
3.61278 -31.1594 | 2.2197 -4.07362 | -6091.76 -5600.39
4.0979 -31.2169 | 1.83405 -2.35113 | 5402.43 -2498.47
4.58764 -31.272 | 2.54628 0.0112929 | 10069 2721.28
5.08493 -31.3173 | 3.27726 -0.0238432 | -7241.59 -691.004
5.57813 -31.3597 | 3.45502 -0.333083 | -4628.55 -356.036
6.06754 -31.4024 | 3.60605 -0.972358 | 9737.27 333.84


-81.7959 37.6727 | -3.24303 1.48929 | 5846.98 5380.91
-81.3789 37.9606 | -1.50846 1.09109 | -3169.17 -6791.17
-80.9816 38.2673 | -0.0796452 0.338026 | -1047.21 -671.555
-80.6077 38.5995 | -2.31535 0.995171 | -4125.44 2636.76
-80.2632 38.9616 | -2.24025 -0.708985 | 5035 4006.08
-79.9376 39.3465 | 0.270774 -3.64857 | 345.271 1227.33
-79.6282 39.7454 | 0.570671 -2.70373 | -5934.46 -6253.49
-79.3316 40.1471 | -0.5671 -0.549734 | 2638.86 1932.16
-79.0333 40.5486 | -1.32008 -2.15903 | -851.779 -1795.25
-78.7275 40.9418 | -4.62268 -0.142646 | -2718.1 -6903.79
-78.4102 41.3191 | -4.87897 2.06774 | 1054.98 -417.698
-78.08 41.6852 | -1.06494 1.05737 | -559.884 4759.99
-77.7405 42.0465 | 0.807816 1.12315 | 3034.13 4221.09
-77.3866 42.3989 | -0.698745 0.1358 | 1062.86 -3047.24
-77.0156 42.7317 | -0.248825 -2.05881 | -4363.42 -3830.26
-76.6332 43.0441 | -1.62974 1.00687 | -5014.91 315.663
-76.2422 43.3396 | -0.611025 2.80348 | -4501.82 162.141
-75.8385 43.6126 | 1.0349 3.27821 | 3109.26 86.3478
-75.4112 43.8518 | -2.54986 5.84291 | 8543.04 1751.04
-74.9575 44.0527 | -4.39205 5.15854 | 3324.41 131.774
-74.4873 44.2186 | -2.77608 1.53497 | -9175.79 6930.11
-74.0142 44.3588 | -2.30754 1.07554 | -8648.88 -879.534
-73.5364 44.4501 | -2.01008 1.27457 | 3057.89 -7228.44
-73.0493 44.4701 | -2.71095 1.25688 | 6254.84 998.444
-72.5569 44.4336 | -2.5638 1.80247 | 8586.69 3283.53
-72.0618 44.3563 | -1.09492 2.81486 | 6682.71 1693.17
-71.5694 44.2388 | -1.15722 3.08199 | -4515.48 -7621.17
-71.0923 44.0716 | -1.33986 2.34188 | -1141.43 1099.88
-70.6278 43.875 | -1.15011 1.04308 | 1892.35 7833.06
-70.1706 43.6651 | -0.661908 -0.548188 | -3573.98 -4796.11
-69.7277 43.4287 | 0.913488 -0.165913 | -39.5614 -1141.74
-69.2951 43.1731 | -0.119653 -1.81787 | 3463.93 5233.99
-68.8675 42.9092 | -0.868568 -3.14167 | -2966.48 -5367.76
-68.4525 42.6267 | 0.498586 -1.29009 | -6820.06 -983.634
-68.047 42.3371 | 1.74233 0.705934 | -658.498 5059.43
-67.6331 42.0645 | 1.13627 0.0703056 | 5947.08 1911.03
-67.1998 41.8188 | 2.01252 3.53017 | 1259.27 452.508
-66.7524 41.5963 | 3.11822 4.85105 | 1188.56 -3228.45
-66.2959 41.3886 | 2.66504 0.638341 | -3029.4 -3215.27
-65.8333 41.1966 | 1.56304 -1.26649 | 1796 6145.51
-65.3591 41.0351 | 1.12553 -2.49876 | 3471.12 -2861.34
-64.8752 40.8948 | 1.04054 -1.44614 | -1068.36 -4784.77
-64.3853 40.7738 | 0.25555 -0.962645 | 1398.17 8213.67
-63.8875 40.6891 | -0.525919 -0.595055 | 3564.42 -5547.64
-63.3836 40.6253 | -0.785181 -0.063085 | 636.945 -2670.28
-62.8775 40.588 | 0.919721 -0.210343 | -10396.8 7850.28
-62.3784 40.5938 | 1.58888 -0.332303 | -9040.49 -5718.95
-61.888 40.6286 | 0.182972 -3.17512 | 2728.78 -711.122
-61.4011 40.6992 | -1.11532 -2.92326 | 92.3287 2665.31
-60.9229 40.8121 | -2.56837 -0.679474 | -7412.87 -4914.47
-60.4604 40.9591 | -2.41231 -0.339075 | -1372.62 -3159.76
-60.0124 41.1406 | -1.34999 -1.79855 | 6187.6 2060.54
-59.5782 41.3629 | 0.65943 -3.9366 | 786.846 4632.49
-59.1635 41.6259 | 0.484792 -0.619347 | 4054.36 -1610.49
-58.7624 41.914 | -0.553032 2.50281 | 3454.94 2911.58
-58.3736 42.2235 | -1.08065 2.26873 | -3899.57 -1974.49
-57.9986 42.5449 | -1.15507 -0.62832 | -1804 -5429.69
-57.6307 42.8692 | 0.847158 -3.73066 | 483.807 3783.56
-57.2664 43.1995 | 1.90204 -2.90682 | -1657.23 2025.15
